web-scraper-order,web-scraper-start-url,Country,Country-href,State,State-href,City,City-href,LOCATIONS,Status,AQI-US,AQI-IN,PM25,PM10,Temp,Humid
"1681842983-1855","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","Ferrol","https://www.aqi.in/dashboard/spain/galicia/ferrol","Fraga Redonda","GOOD","46","42","11","14","20","49"
"1681842983-1856","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","Ferrol","https://www.aqi.in/dashboard/spain/galicia/ferrol","Magdalena","GOOD","42","37","10","16","20","49"
"1681842983-1857","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","Ferrol","https://www.aqi.in/dashboard/spain/galicia/ferrol","Rio Cobo","GOOD","42","5","10","17","20","49"
"1681842983-1858","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","Ferrol","https://www.aqi.in/dashboard/spain/galicia/ferrol","Xove","GOOD","53","22","13","22","20","49"
"1681842983-1859","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","Ferrol","https://www.aqi.in/dashboard/spain/galicia/ferrol","Xubia","GOOD","38","16","9","14","20","49"
"1681842986-1860","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","A Coruna","https://www.aqi.in/dashboard/spain/galicia/a-coruna","Centro civico","GOOD","42","37","10","12","20","49"
"1681842986-1861","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","A Coruna","https://www.aqi.in/dashboard/spain/galicia/a-coruna","Hercules Tower","GOOD","50","20","12","20","21","49"
"1681842986-1862","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","A Coruna","https://www.aqi.in/dashboard/spain/galicia/a-coruna","Parque da Cega","GOOD","42","34","10","19","20","49"
"1681842986-1863","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Galicia","https://www.aqi.in/dashboard/spain/galicia","A Coruna","https://www.aqi.in/dashboard/spain/galicia/a-coruna","Riazor","GOOD","50","34","12","23","22","46"
"1681842991-1864","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Extremadura","https://www.aqi.in/dashboard/spain/extremadura","Plasencia","https://www.aqi.in/dashboard/spain/extremadura/plasencia","The Hammer","GOOD","44","4","0","4","23","37"
"1681842997-1865","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Villanueva Y Geltru","https://www.aqi.in/dashboard/spain/catalonia/villanueva-y-geltru","Cubelles","GOOD","16","0","0","17","16","72"
"1681842997-1866","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Villanueva Y Geltru","https://www.aqi.in/dashboard/spain/catalonia/villanueva-y-geltru","Vilafranca Del Penedas","GOOD","41","44","0","17","16","72"
"1681843000-1867","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Valldoreix","https://www.aqi.in/dashboard/spain/catalonia/valldoreix","Sant Vicenc Dels Horts","GOOD","46","43","11","25","16","55"
"1681843003-1868","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Amposta","GOOD","42","45","0","28","16","63"
"1681843003-1869","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Barranc Del Terme","GOOD","17","18","0","18","18","60"
"1681843003-1870","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Els Dedalts","GOOD","16","17","0","17","16","63"
"1681843003-1871","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Gandesa","GOOD","46","18","10","18","16","63"
"1681843003-1872","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Juneda","GOOD","38","41","0","30","16","63"
"1681843003-1873","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Lleida","GOOD","34","37","0","24","16","63"
"1681843003-1874","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Reus","GOOD","29","17","7","17","16","63"
"1681843003-1875","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Tarragona","https://www.aqi.in/dashboard/spain/catalonia/tarragona","Tarragona","GOOD","29","15","7","12","16","63"
"1681843006-1876","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Sabadell","https://www.aqi.in/dashboard/spain/catalonia/sabadell","Manresa","GOOD","46","33","11","19","16","51"
"1681843006-1877","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Sabadell","https://www.aqi.in/dashboard/spain/catalonia/sabadell","Mollet","GOOD","46","33","11","21","16","55"
"1681843006-1878","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Sabadell","https://www.aqi.in/dashboard/spain/catalonia/sabadell","Sabadell","GOOD","32","35","0","23","16","51"
"1681843006-1879","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Sabadell","https://www.aqi.in/dashboard/spain/catalonia/sabadell","Santa Perpetua De Mogoda","GOOD","46","33","11","27","16","51"
"1681843009-1880","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Rubi","https://www.aqi.in/dashboard/spain/catalonia/rubi","Igualada","GOOD","46","37","11","24","16","55"
"1681843009-1881","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Rubi","https://www.aqi.in/dashboard/spain/catalonia/rubi","Martorell","GOOD","46","41","11","18","16","51"
"1681843009-1882","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Rubi","https://www.aqi.in/dashboard/spain/catalonia/rubi","Rubi","GOOD","46","38","11","19","16","51"
"1681843009-1883","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Rubi","https://www.aqi.in/dashboard/spain/catalonia/rubi","Sant Andreu de la Barca","GOOD","46","43","11","28","16","55"
"1681843009-1884","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Rubi","https://www.aqi.in/dashboard/spain/catalonia/rubi","Terrace","GOOD","46","29","11","21","16","51"
"1681843011-1885","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Puigcerda","https://www.aqi.in/dashboard/spain/catalonia/puigcerda","Berga","GOOD","31","34","0","11","7","90"
"1681843014-1886","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Palafrugell","https://www.aqi.in/dashboard/spain/catalonia/palafrugell","Begur","GOOD","32","35","0","14","16","63"
"1681843018-1887","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Mataro","https://www.aqi.in/dashboard/spain/catalonia/mataro","Mataro","GOOD","46","47","11","19","16","55"
"1681843018-1888","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Mataro","https://www.aqi.in/dashboard/spain/catalonia/mataro","Sant Celoni","GOOD","46","42","11","19","16","55"
"1681843020-1889","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Granollers","https://www.aqi.in/dashboard/spain/catalonia/granollers","Granollers","GOOD","46","29","11","29","16","51"
"1681843020-1890","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Granollers","https://www.aqi.in/dashboard/spain/catalonia/granollers","Vic","GOOD","33","36","0","10","16","51"
"1681843023-1891","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Girona","https://www.aqi.in/dashboard/spain/catalonia/girona","Manlleu","GOOD","33","36","0","11","15","63"
"1681843026-1892","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Barcelona","https://www.aqi.in/dashboard/spain/catalonia/barcelona","Barcelona","GOOD","42","45","8","17","17","68"
"1681843026-1893","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Barcelona","https://www.aqi.in/dashboard/spain/catalonia/barcelona","Barcelona","GOOD","33","35","8","23","17","68"
"1681843026-1894","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Barcelona","https://www.aqi.in/dashboard/spain/catalonia/barcelona","Barcelona","GOOD","39","42","8","16","17","68"
"1681843026-1895","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Barcelona","https://www.aqi.in/dashboard/spain/catalonia/barcelona","Barcelona","GOOD","31","33","0","33","17","68"
"1681843026-1896","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Barcelona","https://www.aqi.in/dashboard/spain/catalonia/barcelona","Cl Monturiol","GOOD","1","1","0","1","17","68"
"1681843026-1897","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Barcelona","https://www.aqi.in/dashboard/spain/catalonia/barcelona","Hospitalet De Llobregat","GOOD","39","42","8","21","17","68"
"1681843026-1898","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Barcelona","https://www.aqi.in/dashboard/spain/catalonia/barcelona","Parc Vall Hebron","GOOD","40","43","8","12","17","68"
"1681843029-1899","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Badalona","https://www.aqi.in/dashboard/spain/catalonia/badalona","Montcada And Reixac","GOOD","46","33","11","23","16","72"
"1681843029-1900","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Badalona","https://www.aqi.in/dashboard/spain/catalonia/badalona","Montcada I Reixac","GOOD","31","33","0","24","16","72"
"1681843029-1901","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Catalonia","https://www.aqi.in/dashboard/spain/catalonia","Badalona","https://www.aqi.in/dashboard/spain/catalonia/badalona","Sant Adria De Besos","GOOD","39","42","0","21","16","72"
"1681843034-1902","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Zamora","https://www.aqi.in/dashboard/spain/castille-leon/zamora","Zamora Ii","GOOD","41","44","0","15","19","38"
"1681843037-1903","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Valladolid","https://www.aqi.in/dashboard/spain/castille-leon/valladolid","Hontoria I Village","GOOD","46","50","6","1","19","26"
"1681843037-1904","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Valladolid","https://www.aqi.in/dashboard/spain/castille-leon/valladolid","Hontoria Ii Bath Sales","MODERATE","50","54","6","9","19","26"
"1681843037-1905","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Valladolid","https://www.aqi.in/dashboard/spain/castille-leon/valladolid","Palencia Iii","GOOD","40","43","5","4","19","26"
"1681843037-1906","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Valladolid","https://www.aqi.in/dashboard/spain/castille-leon/valladolid","Renault Iv","GOOD","45","49","5","3","19","26"
"1681843037-1907","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Valladolid","https://www.aqi.in/dashboard/spain/castille-leon/valladolid","The Blonde Ii","GOOD","23","25","3","19","19","26"
"1681843039-1908","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Salamanca","https://www.aqi.in/dashboard/spain/castille-leon/salamanca","Birth","MODERATE","57","67","0","67","21","36"
"1681843039-1909","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Salamanca","https://www.aqi.in/dashboard/spain/castille-leon/salamanca","Birth","MODERATE","57","67","0","67","21","36"
"1681843039-1910","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Salamanca","https://www.aqi.in/dashboard/spain/castille-leon/salamanca","Dif","GOOD","66","42","19","42","21","36"
"1681843039-1911","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Salamanca","https://www.aqi.in/dashboard/spain/castille-leon/salamanca","Red Cross","GOOD","78","42","25","29","21","36"
"1681843042-1912","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Leon","https://www.aqi.in/dashboard/spain/castille-leon/leon","I Watch","GOOD","39","42","2","14","19","22"
"1681843042-1913","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Leon","https://www.aqi.in/dashboard/spain/castille-leon/leon","La Robla","GOOD","34","37","2","20","18","24"
"1681843042-1914","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Leon","https://www.aqi.in/dashboard/spain/castille-leon/leon","Lario","GOOD","36","39","2","2","19","22"
"1681843042-1915","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Leon","https://www.aqi.in/dashboard/spain/castille-leon/leon","Leon I","GOOD","43","3","3","1","19","22"
"1681843042-1916","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Leon","https://www.aqi.in/dashboard/spain/castille-leon/leon","Leon Iv","GOOD","44","47","2","12","19","22"
"1681843045-1917","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Laguna De Duero","https://www.aqi.in/dashboard/spain/castille-leon/laguna-de-duero","Medina Del Campo","GOOD","47","9","3","9","19","26"
"1681843045-1918","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Laguna De Duero","https://www.aqi.in/dashboard/spain/castille-leon/laguna-de-duero","Renault Iii","GOOD","19","21","0","21","19","26"
"1681843049-1919","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","La Baneza","https://www.aqi.in/dashboard/spain/castille-leon/la-baneza","Carracedelo","GOOD","45","49","0","7","19","22"
"1681843049-1920","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","La Baneza","https://www.aqi.in/dashboard/spain/castille-leon/la-baneza","Knoll","GOOD","43","46","0","8","18","24"
"1681843049-1921","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","La Baneza","https://www.aqi.in/dashboard/spain/castille-leon/la-baneza","Toral De Los Vados","GOOD","45","49","0","8","19","22"
"1681843049-1922","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","La Baneza","https://www.aqi.in/dashboard/spain/castille-leon/la-baneza","Valderas","GOOD","42","45","0","17","18","24"
"1681843052-1923","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Burgos","https://www.aqi.in/dashboard/spain/castille-leon/burgos","Aranda De Duero Ii","GOOD","43","46","0","7","15","36"
"1681843052-1924","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Burgos","https://www.aqi.in/dashboard/spain/castille-leon/burgos","Burgos I","GOOD","44","48","1","22","16","31"
"1681843052-1925","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Burgos","https://www.aqi.in/dashboard/spain/castille-leon/burgos","Burgos Iv","GOOD","45","49","1","9","16","31"
"1681843054-1926","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Avila","https://www.aqi.in/dashboard/spain/castille-leon/avila","Avila Ii","MODERATE","48","52","0","3","12","47"
"1681843054-1927","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille Leon","https://www.aqi.in/dashboard/spain/castille-leon","Avila","https://www.aqi.in/dashboard/spain/castille-leon/avila","Segovia Ii","GOOD","42","45","0","1","12","47"
"1681843060-1928","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille La Mancha","https://www.aqi.in/dashboard/spain/castille-la-mancha","Toledo","https://www.aqi.in/dashboard/spain/castille-la-mancha/toledo","Villa Del Prado","MODERATE","58","57","6","7","23","19"
"1681843062-1929","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Castille La Mancha","https://www.aqi.in/dashboard/spain/castille-la-mancha","Guadalajara","https://www.aqi.in/dashboard/spain/castille-la-mancha/guadalajara","Atazar","GOOD","44","48","5","4","23","17"
"1681843068-1930","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Torrelavega","https://www.aqi.in/dashboard/spain/cantabria/torrelavega","Barreda","POOR","85","115","0","123","16","59"
"1681843068-1931","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Torrelavega","https://www.aqi.in/dashboard/spain/cantabria/torrelavega","Corrales De Buelna","GOOD","31","34","0","16","14","72"
"1681843068-1932","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Torrelavega","https://www.aqi.in/dashboard/spain/cantabria/torrelavega","Los Tojos","GOOD","34","22","0","22","16","59"
"1681843068-1933","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Torrelavega","https://www.aqi.in/dashboard/spain/cantabria/torrelavega","Park Shoe","GOOD","32","35","0","21","16","59"
"1681843068-1934","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Torrelavega","https://www.aqi.in/dashboard/spain/cantabria/torrelavega","Reinosa","GOOD","36","39","0","20","15","67"
"1681843068-1935","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Torrelavega","https://www.aqi.in/dashboard/spain/cantabria/torrelavega","School Of Mines","GOOD","34","37","0","22","16","59"
"1681843071-1936","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Santander","https://www.aqi.in/dashboard/spain/cantabria/santander","Cros","GOOD","30","21","0","21","16","59"
"1681843071-1937","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Santander","https://www.aqi.in/dashboard/spain/cantabria/santander","Guarnizo","GOOD","30","32","0","14","15","67"
"1681843071-1938","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Santander","https://www.aqi.in/dashboard/spain/cantabria/santander","Santander Center","GOOD","21","23","0","17","15","67"
"1681843071-1939","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Santander","https://www.aqi.in/dashboard/spain/cantabria/santander","Tetouan","GOOD","21","23","0","18","15","67"
"1681843073-1940","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Castro Urdiales","https://www.aqi.in/dashboard/spain/cantabria/castro-urdiales","Castro Urdiales","GOOD","30","32","0","16","18","49"
"1681843073-1941","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Cantabria","https://www.aqi.in/dashboard/spain/cantabria","Castro Urdiales","https://www.aqi.in/dashboard/spain/cantabria/castro-urdiales","Medina Of Orchard","GOOD","39","0","0","0","17","52"
"1681843079-1942","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Cradle House","GOOD","31","12","7","32","16","88"
"1681843079-1943","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Deposit Tristan Sta Cruz De Tf","GOOD","50","32","12","14","16","88"
"1681843079-1944","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Garcaa Escamez Sta Cruz De Tf","GOOD","55","25","14","10","16","88"
"1681843079-1945","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Garcia Escamez Sta Cruz Of Tf","GOOD","50","25","12","10","16","88"
"1681843079-1946","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","La Granja Sta Cruz De Tf Park","GOOD","31","33","4","24","16","88"
"1681843079-1947","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Los Pajaros Sta Cruz Tour Of Tf","GOOD","31","33","7","33","16","88"
"1681843079-1948","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Municipal Pool Sta Cruz De Tf","GOOD","66","33","19","31","16","88"
"1681843079-1949","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Take Cano","GOOD","55","34","14","19","16","88"
"1681843079-1950","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Tena Artigas Sta Cruz de Tenerife","GOOD","34","37","7","31","16","88"
"1681843079-1951","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Tf Tristan Sta Cruz Depot","GOOD","50","7","12","7","16","88"
"1681843079-1952","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Tio Pino Sta Cruz From Tf","GOOD","72","37","22","33","16","88"
"1681843079-1953","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Santa Cruz","https://www.aqi.in/dashboard/spain/canary-islands/santa-cruz","Vuelta Los Pajaros Sta Cruz De Tf","GOOD","38","34","9","34","16","88"
"1681843082-1954","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","Cookies","MODERATE","56","65","8","65","16","88"
"1681843082-1955","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","La Grama Breaa Alta","GOOD","33","33","8","32","16","88"
"1681843082-1956","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","La Hidalga Arafo","GOOD","42","45","8","29","16","88"
"1681843082-1957","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","Las Balsas S. Andracs Y Sauces","GOOD","38","37","9","24","16","88"
"1681843082-1958","https://www.aqi.in/","Spain","https://www.aqi.in/dashboard/spain","Canary Islands","https://www.aqi.in/dashboard/spain/canary-islands","Puerto De La Cruz","https://www.aqi.in/dashboard/spain/canary-islands/puerto-de-la-cruz","Las Galanas Ss Gomera","GOOD","53","38","13","20","16","88"
