web-scraper-order,web-scraper-start-url,Country,Country-href,State,State-href,City,City-href,LOCATIONS,Status,AQI-US,AQI-IN,PM25,PM10,Temp,Humid
"1681842131-1230","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Ratchaburi","https://www.aqi.in/dashboard/thailand/ratchaburi","Ratchaburi","https://www.aqi.in/dashboard/thailand/ratchaburi/ratchaburi","Regional Environmental Office 8","MODERATE","152","96","57","27","28","76"
"1681842137-1231","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Ranong","https://www.aqi.in/dashboard/thailand/ranong","Ranong","https://www.aqi.in/dashboard/thailand/ranong/ranong","La un District Public Health Office, Ranong Province","MODERATE","139","85","51","63","27","84"
"1681842137-1232","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Ranong","https://www.aqi.in/dashboard/thailand/ranong","Ranong","https://www.aqi.in/dashboard/thailand/ranong/ranong","Ranong Provincial Administrative Organization, Bang Rin Subdistrict, Mueang Ranong District, Ranong Province (Ranong ISOC)","MODERATE","117","69","42","45","27","84"
"1681842142-1233","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Prachuap Khiri Khan","https://www.aqi.in/dashboard/thailand/prachuap-khiri-khan","Hua Hin","https://www.aqi.in/dashboard/thailand/prachuap-khiri-khan/hua-hin","Hua Hin Thammasat, Hua Hin Subdistrict, Hua Hin District, Prachuap Khiri Khan Province (ISOC, Prachuap Khiri Khan)","MODERATE","139","85","51","52","27","78"
"1681842142-1234","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Prachuap Khiri Khan","https://www.aqi.in/dashboard/thailand/prachuap-khiri-khan","Hua Hin","https://www.aqi.in/dashboard/thailand/prachuap-khiri-khan/hua-hin","Phetkasem Road","MODERATE","105","61","37","44","28","77"
"1681842148-1235","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Prachin Buri","https://www.aqi.in/dashboard/thailand/prachin-buri","Prachin Buri","https://www.aqi.in/dashboard/thailand/prachin-buri/prachin-buri","Tha Tum","MODERATE","99","58","35","41","29","72"
"1681842151-1236","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Prachin Buri","https://www.aqi.in/dashboard/thailand/prachin-buri","Ban Na Kham","https://www.aqi.in/dashboard/thailand/prachin-buri/ban-na-kham","สวนอุตสาหกรรมกบินทร์บุรี ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (กอ.รมน.ปราจีนบุรี)","MODERATE","95","55","33","33","28","74"
"1681842156-1237","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phuket","https://www.aqi.in/dashboard/thailand/phuket","Phuket","https://www.aqi.in/dashboard/thailand/phuket/phuket","Municipal Health Center 1","MODERATE","91","52","31","0","28","84"
"1681842159-1238","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phuket","https://www.aqi.in/dashboard/thailand/phuket","Ban Patong","https://www.aqi.in/dashboard/thailand/phuket/ban-patong","ห้าแยกฉลอง ต.ฉลอง อ.เมือง จ.ภูเก็ต","MODERATE","144","88","53","54","28","84"
"1681842165-1239","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","AQSEA_THA_005","POOR","160","143","73","85","27","33"
"1681842165-1240","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","AQSEA_THA_006","POOR","168","195","88","93","29","30"
"1681842165-1241","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","Phrae Meteorological Station","POOR","154","104","61","89","27","33"
"1681842165-1242","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","ทต.แม่จั๊วะ อ.เด่นชัย จ.แพร่","GOOD","70","34","21","22","27","33"
"1681842165-1243","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","รพ. นาหมื่น จ. น่าน","POOR","157","124","67","75","27","33"
"1681842165-1244","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","รพ.ร้องกวาง ต.ร้องเข็ม อ.ร้องกวาง จ.แพร่","GOOD","55","23","14","14","29","30"
"1681842165-1245","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","รพ.ลอง ต.ห้วยอ้อ อ.ลอง จ.แพร่","POOR","154","104","61","73","29","30"
"1681842165-1246","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phrae","https://www.aqi.in/dashboard/thailand/phrae","Phrae","https://www.aqi.in/dashboard/thailand/phrae/phrae","รพ.สต. ป่าแดง จ. แพร่","GOOD","78","42","25","25","27","33"
"1681842170-1247","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phra Nakhon Si Ayutthaya","https://www.aqi.in/dashboard/thailand/phra-nakhon-si-ayutthaya","Phra Nakhon Si Ayutthaya","https://www.aqi.in/dashboard/thailand/phra-nakhon-si-ayutthaya/phra-nakhon-si-ayutthaya","Ayutthaya Witthayalai School","MODERATE","112","67","40","81","30","75"
"1681842176-1248","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phitsanulok","https://www.aqi.in/dashboard/thailand/phitsanulok","Phitsanulok","https://www.aqi.in/dashboard/thailand/phitsanulok/phitsanulok","Bang Rakam Hospital, Bang Rakam Subdistrict, Bang Rakam District, Phitsanulok Province","POOR","159","136","71","81","32","51"
"1681842176-1249","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phitsanulok","https://www.aqi.in/dashboard/thailand/phitsanulok","Phitsanulok","https://www.aqi.in/dashboard/thailand/phitsanulok/phitsanulok","Chom Nan Chaloem Phrakiat Public Park","SEVERE","189","307","129","173","33","63"
"1681842176-1250","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phitsanulok","https://www.aqi.in/dashboard/thailand/phitsanulok","Phitsanulok","https://www.aqi.in/dashboard/thailand/phitsanulok/phitsanulok","สสจ.พิษณุโลก ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก","UNHEALTHY","177","253","106","111","32","51"
"1681842179-1251","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phitsanulok","https://www.aqi.in/dashboard/thailand/phitsanulok","Ban Aranyik","https://www.aqi.in/dashboard/thailand/phitsanulok/ban-aranyik","รพ.วัดโบสถ์ ต.วัดโบสถ์ อ.วัดโบสถ์ จ.พิษณุโลก","UNHEALTHY","170","207","92","115","32","51"
"1681842184-1252","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phichit","https://www.aqi.in/dashboard/thailand/phichit","Phichit","https://www.aqi.in/dashboard/thailand/phichit/phichit","Ban Thung Yai Police Hospital, Thung Yai Subdistrict, Pho Prathap Chang District, Phichit Province","GOOD","78","42","25","29","31","52"
"1681842184-1253","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phichit","https://www.aqi.in/dashboard/thailand/phichit","Phichit","https://www.aqi.in/dashboard/thailand/phichit/phichit","Noen Maprang Hospital, Noen Maprang Subdistrict, Noen Maprang District, Phitsanulok Province","UNHEALTHY","182","285","116","123","31","52"
"1681842188-1254","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phichit","https://www.aqi.in/dashboard/thailand/phichit","Bang Mun Nak","https://www.aqi.in/dashboard/thailand/phichit/bang-mun-nak","Ho Krai Subdistrict Hospital, Ho Krai Subdistrict, Bang Mun Nak District, Phichit Province","MODERATE","91","51","31","35","30","62"
"1681842188-1255","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phichit","https://www.aqi.in/dashboard/thailand/phichit","Bang Mun Nak","https://www.aqi.in/dashboard/thailand/phichit/bang-mun-nak","Tay Nam Hospital, Tai Nam Subdistrict, Pho Talay District, Phichit Province","GOOD","68","33","20","22","30","62"
"1681842194-1256","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Wichian Buri","https://www.aqi.in/dashboard/thailand/phetchabun/wichian-buri","Bueng Sam Phan Hospital, Bueng Sam Phan Subdistrict, Bueng Sam Phan District, Phetchabun Province","MODERATE","97","57","34","55","30","59"
"1681842194-1257","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Wichian Buri","https://www.aqi.in/dashboard/thailand/phetchabun/wichian-buri","รพ.ลำสนธิ จ.ลพบุรี","MODERATE","99","58","35","42","30","59"
"1681842194-1258","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Wichian Buri","https://www.aqi.in/dashboard/thailand/phetchabun/wichian-buri","รพ.หนองไผ่ ต.หนองไผ่ อ.หนองไผ่ จ.เพชรบูรณ์","GOOD","21","8","5","5","30","59"
"1681842197-1259","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun/phetchabun","Khao Kho Hospital, Khao Kho Subdistrict, Khao Kho District, Phetchabun Province","SEVERE","185","301","121","141","30","58"
"1681842199-1260","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Lom Sak","https://www.aqi.in/dashboard/thailand/phetchabun/lom-sak","Somdej Phra Yuparat Lom Kao Hospital, Lom Kao Subdistrict, Lom Kao District, Phetchabun Province","UNHEALTHY","170","207","92","121","30","58"
"1681842199-1261","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Lom Sak","https://www.aqi.in/dashboard/thailand/phetchabun/lom-sak","รพ.น้ำหนาว ต.น้ำหนาว อ.น้ำหนาว จ.เพชรบูรณ์","GOOD","55","24","14","16","30","58"
"1681842199-1262","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Lom Sak","https://www.aqi.in/dashboard/thailand/phetchabun/lom-sak","รพ.สมเด็จพระยุพราชด่านซ้าย ต.ด่านซ้าย อ.ด่านซ้าย จ.เลย","MODERATE","147","90","54","67","30","58"
"1681842199-1263","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Lom Sak","https://www.aqi.in/dashboard/thailand/phetchabun/lom-sak","รพ.สมเด็จพระยุพราชนครไทย ต.นครไทย อ.นครไทย จ.พิษณุโลก","POOR","156","117","65","71","30","58"
"1681842199-1264","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phetchabun","https://www.aqi.in/dashboard/thailand/phetchabun","Lom Sak","https://www.aqi.in/dashboard/thailand/phetchabun/lom-sak","รพ.หล่มสัก ต.วัดป่า อ.หล่มสัก จ.เพชรบูรณ์","POOR","155","111","63","73","30","58"
"1681842205-1265","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Phayao","https://www.aqi.in/dashboard/thailand/phayao/phayao","Knowledge Park","POOR","168","195","88","107","26","26"
"1681842205-1266","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Phayao","https://www.aqi.in/dashboard/thailand/phayao/phayao","คณะวิศวกรรมศาสตร์ มหาวิทยาลัยพะเยา","POOR","157","124","67","73","26","26"
"1681842205-1267","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Phayao","https://www.aqi.in/dashboard/thailand/phayao/phayao","ทต.วังเหนือ ต.วังเหนือ อ.วังเหนือ จ.ลำปาง (กพร.)","SEVERE","195","316","141","157","26","26"
"1681842205-1268","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Phayao","https://www.aqi.in/dashboard/thailand/phayao/phayao","รพ.สต.บ้านงิ้วเฒ่า ต.ป่าหุ่ง อ.พาน จ.เชียงราย","HAZARDOUS","355","442","305","354","24","39"
"1681842205-1269","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Phayao","https://www.aqi.in/dashboard/thailand/phayao/phayao","องค์การบริหารส่วนตำบลเวียงห้าว","SEVERE","191","310","133","77","26","26"
"1681842210-1270","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Dok Kham Tai","https://www.aqi.in/dashboard/thailand/phayao/dok-kham-tai","หน่วยป้องกันรักษาป่าที่พย.2 นาปรัง อ.ปง จ.พะเยา","MODERATE","127","76","46","50","26","26"
"1681842210-1271","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Dok Kham Tai","https://www.aqi.in/dashboard/thailand/phayao/dok-kham-tai","อบต.บ้านมาง อ.เชียงม่วน จ.พะเยา (กอ.รมน. พะเยา)","MODERATE","95","55","33","38","28","23"
"1681842210-1272","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Dok Kham Tai","https://www.aqi.in/dashboard/thailand/phayao/dok-kham-tai","อบต.ปงเตา ต. ปงเตา อ.งาว จ.ลำปาง (กพร.)","MODERATE","142","86","52","57","28","23"
"1681842210-1273","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phayao","https://www.aqi.in/dashboard/thailand/phayao","Dok Kham Tai","https://www.aqi.in/dashboard/thailand/phayao/dok-kham-tai","โรงพยาบาลจุน จ.พะเยา","MODERATE","147","90","54","55","28","23"
"1681842216-1274","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phatthalung","https://www.aqi.in/dashboard/thailand/phatthalung","Phatthalung","https://www.aqi.in/dashboard/thailand/phatthalung/phatthalung","Mueang Kong","MODERATE","122","73","44","27","27","84"
"1681842216-1275","https://www.aqi.in/","Thailand","https://www.aqi.in/dashboard/thailand","Phatthalung","https://www.aqi.in/dashboard/thailand/phatthalung","Phatthalung","https://www.aqi.in/dashboard/thailand/phatthalung/phatthalung","ศูนย์บริการนักท่องเที่ยว ในพื้นที่ศาลากลางจังหวัดพัทลุง (กอ.รมน. พัทลุง)","GOOD","38","15","9","9","26","85"
